"word","count","nextWord","phrase"
"to find out how",10,"how","to find out"
"i have to wait",10,"wait","i have to"
"when i was younger",10,"younger","when i was"
"but i do have",10,"have","but i do"
"that i got to",10,"to","that i got"
"i think that is",10,"is","i think that"
"that is a good",10,"good","that is a"
"see you at the",10,"the","see you at"
"i am ready to",10,"to","i am ready"
"in the bay area",10,"area","in the bay"
"you can make a",10,"a","you can make"
"cabin in the woods",10,"woods","cabin in the"
"don't know what i",10,"i","don't know what"
"to talk about it",10,"it","to talk about"
"all the way from",10,"from","all the way"
"and director of the",10,"the","and director of"
"in the st louis",10,"louis","in the st"
"see if we can",10,"can","see if we"
"it was so much",10,"much","it was so"
"don't know if it's",10,"it's","don't know if"
"of the new jersey",10,"jersey","of the new"
"there would be no",10,"no","there would be"
"i got to see",10,"see","i got to"
"trying to find a",10,"a","trying to find"
"he would like to",10,"to","he would like"
"when i look at",10,"at","when i look"
"it would be nice",10,"nice","it would be"
"out of the blue",10,"blue","out of the"
"i think he was",10,"was","i think he"
"for you and your",10,"your","for you and"
"i hope you get",10,"get","i hope you"
"this is my first",10,"first","this is my"
"to new york city",10,"city","to new york"
"get back to the",10,"the","get back to"
"spend a lot of",10,"of","spend a lot"
"it takes a lot",10,"lot","it takes a"
"is the most important",10,"important","is the most"
"it was as if",10,"if","it was as"
"out of all the",10,"the","out of all"
"last year i was",10,"was","last year i"
"you don't have any",10,"any","you don't have"
"the extent of the",10,"the","the extent of"
"hour and a half",10,"half","hour and a"
"all over the country",10,"country","all over the"
"big thank you to",10,"to","big thank you"
"at least once a",10,"a","at least once"
"in the past week",10,"week","in the past"
"there is a new",10,"new","there is a"
"to be the one",10,"one","to be the"
"going to do it",10,"it","going to do"
"not looking forward to",10,"to","not looking forward"
"and is expected to",10,"to","and is expected"
"i know is that",10,"that","i know is"
"it's a matter of",10,"of","it's a matter"
"and would like to",10,"to","and would like"
"we want to make",10,"make","we want to"
"but if you are",10,"are","but if you"
"there is no reason",10,"reason","there is no"
"on the subject of",10,"of","on the subject"
"who grew up in",10,"in","who grew up"
"plenty of time to",10,"to","plenty of time"
"for much of the",10,"the","for much of"
"two thirds of the",10,"the","two thirds of"
"the best thing about",10,"about","the best thing"
"it turns out that",10,"that","it turns out"
"on the east coast",10,"coast","on the east"
"appears to be a",10,"a","appears to be"
"we will continue to",10,"to","we will continue"
"do a lot of",10,"of","do a lot"
"to figure it out",10,"out","to figure it"
"that i'm going to",10,"to","that i'm going"
"up in the middle",10,"middle","up in the"
"bake for minutes or",10,"or","bake for minutes"
"you think about it",10,"it","you think about"
"i love you so",10,"so","i love you"
"to be found in",10,"in","to be found"
"there was a time",10,"time","there was a"
"in the past two",10,"two","in the past"
"way to do it",10,"it","way to do"
"this is the perfect",10,"perfect","this is the"
"asked me if i",10,"i","asked me if"
"i go back to",10,"to","i go back"
"my all time favorite",10,"favorite","my all time"
"it's one of those",10,"those","it's one of"
"billions of dollars in",10,"in","billions of dollars"
"the past four years",10,"years","the past four"
"the former massachusetts governor",10,"governor","the former massachusetts"
"i might have to",10,"to","i might have"
"the first time he",10,"he","the first time"
"the first of the",10,"the","the first of"
"part of the reason",10,"reason","part of the"
"i think they are",10,"are","i think they"
"in so many ways",10,"ways","in so many"
"they want to be",10,"be","they want to"
"it was so nice",10,"nice","it was so"
"give us a call",10,"call","give us a"
"earlier in the day",10,"day","earlier in the"
"at some point i",10,"i","at some point"
"be able to use",10,"use","be able to"
"come a long way",10,"way","come a long"
"but a lot of",10,"of","but a lot"
"go out there and",10,"and","go out there"
"the first one i",10,"i","the first one"
"he's one of the",10,"the","he's one of"
"by the time they",10,"they","by the time"
"have the potential to",10,"to","have the potential"
"wanted to make sure",10,"sure","wanted to make"
"would also like to",10,"to","would also like"
"for the last years",10,"years","for the last"
"make sure that the",10,"the","make sure that"
"of thousands of dollars",10,"dollars","of thousands of"
"they were able to",10,"to","they were able"
"every time i see",10,"see","every time i"
"soon as i can",10,"can","soon as i"
"i picked up a",10,"a","i picked up"
"to turn off the",10,"the","to turn off"
"and at the end",10,"end","and at the"
"as a result the",10,"the","as a result"
"no matter what i",10,"i","no matter what"
"people who want to",10,"to","people who want"
"that is what i",10,"i","that is what"
"one of those people",10,"people","one of those"
"when i woke up",10,"up","when i woke"
"it is true that",10,"that","it is true"
"according to a report",10,"report","according to a"
"and there was no",10,"no","and there was"
"by the way i",10,"i","by the way"
"if you have not",10,"not","if you have"
"over the years but",10,"but","over the years"
"he's going to be",10,"be","he's going to"
"to the front of",10,"of","to the front"
"i am not the",10,"the","i am not"
"and i hope you",10,"you","and i hope"
"you are able to",10,"to","you are able"
"on new year's day",10,"day","on new year's"
"and go to the",10,"the","and go to"
"to be aware of",10,"of","to be aware"
"to take a break",10,"break","to take a"
"to pay attention to",10,"to","to pay attention"
"i know it is",10,"is","i know it"
"is the only way",10,"way","is the only"
"the cost of the",10,"the","the cost of"
"will not be able",10,"able","will not be"
"i believe it is",10,"is","i believe it"
"earlier in the week",10,"week","earlier in the"
"it one of the",10,"the","it one of"
"i was listening to",10,"to","i was listening"
"the face of the",10,"the","the face of"
"of people in the",10,"the","of people in"
"on the fact that",10,"that","on the fact"
"as well as all",10,"all","as well as"
"can do to help",10,"help","can do to"
"this has been a",10,"a","this has been"
"on his way to",10,"to","on his way"
"was going to have",10,"have","was going to"
"and a little bit",10,"bit","and a little"
"i didn't have any",10,"any","i didn't have"
"as far as i'm",10,"i'm","as far as"
"far as i'm concerned",10,"concerned","far as i'm"
"with that in mind",10,"mind","with that in"
"just in time to",10,"to","just in time"
"in the world i",10,"i","in the world"
"because it is the",10,"the","because it is"
"i think i was",10,"was","i think i"
"to tell you that",10,"that","to tell you"
"you have to have",10,"have","you have to"
"on and off the",10,"the","on and off"
"the middle of nowhere",10,"nowhere","the middle of"
"going to take a",10,"a","going to take"
"hundreds of millions of",10,"of","hundreds of millions"
"had to deal with",10,"with","had to deal"
"i need to take",10,"take","i need to"
"i know this is",10,"is","i know this"
"i went to a",10,"a","i went to"
"think we need to",10,"to","think we need"
"was going to do",10,"do","was going to"
"be interesting to see",10,"see","be interesting to"
"have to think about",10,"about","have to think"
"that might be a",10,"a","that might be"
"to give them a",10,"a","to give them"
"i'm a fan of",10,"of","i'm a fan"
"the fact that we",10,"we","the fact that"
"we also have a",10,"a","we also have"
"get a lot of",10,"of","get a lot"
"at least a year",10,"year","at least a"
"there were a few",10,"few","there were a"
"the context of the",10,"the","the context of"
"to come back and",10,"and","to come back"
"my sister and i",10,"i","my sister and"
"with one of the",10,"the","with one of"
"i will never forget",10,"forget","i will never"
"one of the new",10,"new","one of the"
"the life of the",10,"the","the life of"
"so you can see",10,"see","so you can"
"lucky enough to have",10,"have","lucky enough to"
"is to be a",10,"a","is to be"
"know about you but",10,"but","know about you"
"of new york and",10,"and","of new york"
"in the house and",10,"and","in the house"
"for a while but",10,"but","for a while"
"a part of my",10,"my","a part of"
"a few days before",10,"before","a few days"
"is that there is",10,"is","is that there"
"but this is a",10,"a","but this is"
"will tell you that",10,"that","will tell you"
"i do believe that",10,"that","i do believe"
"and it was the",10,"the","and it was"
"a lot of research",10,"research","a lot of"
"three and a half",10,"half","three and a"
"need to make a",10,"a","need to make"
"year of high school",10,"school","year of high"
"i want to thank",10,"thank","i want to"
"the base of the",10,"the","the base of"
"i should have been",10,"been","i should have"
"in love with this",10,"this","in love with"
"out what to do",10,"do","out what to"
"in the life of",10,"of","in the life"
"really don't want to",10,"to","really don't want"
"for taking the time",10,"time","for taking the"
"on the brink of",10,"of","on the brink"
"you need to have",10,"have","you need to"
"of the 20th century",10,"century","of the 20th"
"the best i can",10,"can","the best i"
"with the addition of",10,"of","with the addition"
"not to say that",10,"that","not to say"
"the form of a",10,"a","the form of"
"is the kind of",10,"of","is the kind"
"but i didn't want",10,"want","but i didn't"
"i can do to",10,"to","i can do"
"a few things that",10,"that","a few things"
"are some of my",10,"my","are some of"
"i hope you enjoy",10,"enjoy","i hope you"
"just as much as",10,"as","just as much"
"to make my own",10,"own","to make my"
"a couple of minutes",10,"minutes","a couple of"
"i have tried to",10,"to","i have tried"
"for a while now",10,"now","for a while"
"i still have a",10,"a","i still have"
"a year ago i",10,"i","a year ago"
"for a bit of",10,"of","for a bit"
"had a hard time",10,"time","had a hard"
"so i wanted to",10,"to","so i wanted"
"i knew i had",10,"had","i knew i"
"take care of the",10,"the","take care of"
"in the field of",10,"of","in the field"
"have a bit of",10,"of","have a bit"
"to admit that i",10,"i","to admit that"
"too much of a",10,"a","too much of"
"in this case i",10,"i","in this case"
"by the fact that",10,"that","by the fact"
"we are in the",10,"the","we are in"
"and by the time",10,"time","and by the"
"it is a bit",10,"bit","it is a"
"because i didn't want",10,"want","because i didn't"
"the idea of the",10,"the","the idea of"
"of the matter is",10,"is","of the matter"
"the idea that the",10,"the","the idea that"
"you can see in",10,"in","you can see"
"i can't seem to",10,"to","i can't seem"
"it seems that the",10,"the","it seems that"
"at this time of",10,"of","at this time"
"in spite of the",10,"the","in spite of"
"the light of the",10,"the","the light of"
"my big fat independent",10,"independent","my big fat"
"big fat independent movie",10,"movie","big fat independent"
"leave me a comment",10,"comment","leave me a"
"preheat the oven to",10,"to","preheat the oven"
"i've been trying to",10,"to","i've been trying"
"i have been reading",10,"reading","i have been"
"out of the oven",10,"oven","out of the"
"for me because i",10,"i","for me because"
"last but not least",10,"least","last but not"
"in my mind i",10,"i","in my mind"
"in the presence of",10,"of","in the presence"
"the kind of love",10,"love","the kind of"
"to go through the",9,"the","to go through"
"on the red carpet",9,"carpet","on the red"
"i hope you are",9,"are","i hope you"
"this day and age",9,"age","this day and"
"how do you get",9,"get","how do you"
"to meet you too",9,"too","to meet you"
"just want to be",9,"be","just want to"
"i've been wanting to",9,"to","i've been wanting"
"across the street from",9,"from","across the street"
"one is going to",9,"to","one is going"
"to the next level",9,"level","to the next"
"we don't have the",9,"the","we don't have"
"thanks for the great",9,"great","thanks for the"
"come to the conclusion",9,"conclusion","come to the"
"for one of my",9,"my","for one of"
"no matter what you",9,"you","no matter what"
"to see you at",9,"at","to see you"
"are you up to",9,"to","are you up"
"that needs to be",9,"be","that needs to"
"to be on a",9,"a","to be on"
"i don't like it",9,"it","i don't like"
"most of the day",9,"day","most of the"
"it should be noted",9,"noted","it should be"
"on some of the",9,"the","on some of"
"i didn't get a",9,"a","i didn't get"
"you have a chance",9,"chance","you have a"
"but it was the",9,"the","but it was"
"on a couple of",9,"of","on a couple"
"and let us know",9,"know","and let us"
"i'm so proud of",9,"of","i'm so proud"
"for it to be",9,"be","for it to"
"you get when you",9,"you","you get when"
"for the new year",9,"year","for the new"
"i won't be able",9,"able","i won't be"
"to let me know",9,"know","to let me"
"if you have to",9,"to","if you have"
"you are the best",9,"best","you are the"
"if you need a",9,"a","if you need"
"have to be in",9,"in","have to be"
"can go to the",9,"the","can go to"
"hit by a car",9,"car","hit by a"
"so i'm going to",9,"to","so i'm going"
"they are in the",9,"the","they are in"
"it was so good",9,"good","it was so"
"is as good as",9,"as","is as good"
"think it's going to",9,"to","think it's going"
"let you know when",9,"when","let you know"
"to try it out",9,"out","to try it"
"if you haven't already",9,"already","if you haven't"
"out of the park",9,"park","out of the"
"that was a good",9,"good","that was a"
"what does this mean",9,"mean","what does this"
"enough for me to",9,"to","enough for me"
"you can do is",9,"is","you can do"
"if i'm going to",9,"to","if i'm going"
"to get ready for",9,"for","to get ready"
"i don't think i've",9,"i've","i don't think"
"happy cinco de mayo",9,"mayo","happy cinco de"
"and in the end",9,"end","and in the"
"a peek at the",9,"the","a peek at"
"time for us to",9,"to","time for us"
"too good to be",9,"be","too good to"
"good to be true",9,"true","good to be"
"all the way through",9,"through","all the way"
"have been in the",9,"the","have been in"
"forward to the next",9,"next","forward to the"
"is not a good",9,"good","is not a"
"it is just a",9,"a","it is just"
"about the future of",9,"of","about the future"
"i feel bad for",9,"for","i feel bad"
"you for following me",9,"me","you for following"
"have to take a",9,"a","have to take"
"the chairman of the",9,"the","the chairman of"
"a letter to the",9,"the","a letter to"
"i didn't think i",9,"i","i didn't think"
"wish i could have",9,"have","wish i could"
"is just one of",9,"of","is just one"
"to go to college",9,"college","to go to"
"have to be careful",9,"careful","have to be"
"that i used to",9,"to","that i used"
"i used to know",9,"know","i used to"
"me to be a",9,"a","me to be"
"if i can get",9,"get","if i can"
"people are going to",9,"to","people are going"
"the point of view",9,"view","the point of"
"and a half ago",9,"ago","and a half"
"will be on the",9,"the","will be on"
"is a list of",9,"of","is a list"
"a growing number of",9,"of","a growing number"
"there are those who",9,"who","there are those"
"am i the only",9,"only","am i the"
"thanks for letting me",9,"me","thanks for letting"
"for letting me know",9,"know","for letting me"
"the perfect time to",9,"to","the perfect time"
"is the best i",9,"i","is the best"
"to those who are",9,"are","to those who"
"if i could have",9,"have","if i could"
"to do to get",9,"get","to do to"
"a fraction of the",9,"the","a fraction of"
"hope everyone has a",9,"a","hope everyone has"
"to play the game",9,"game","to play the"
"the other way around",9,"around","the other way"
"last couple of years",9,"years","last couple of"
"the u.s attorney's office",9,"office","the u.s attorney's"
"may have been a",9,"a","may have been"
"it's hard to get",9,"get","it's hard to"
"and that is what",9,"what","and that is"
"you've got to be",9,"be","you've got to"
"for the record i",9,"i","for the record"
"food and drug administration",9,"administration","food and drug"
"if you need me",9,"me","if you need"
"to work with the",9,"the","to work with"
"a lot of these",9,"these","a lot of"
"have to pay for",9,"for","have to pay"
"and one of them",9,"them","and one of"
"thank you for sharing",9,"sharing","thank you for"
"i'd like to be",9,"be","i'd like to"
"wanted to go to",9,"to","wanted to go"
"please follow me i",9,"i","please follow me"
"i am sure you",9,"you","i am sure"
"don't think you can",9,"can","don't think you"
"working on a new",9,"new","working on a"
"to see you all",9,"all","to see you"
"would be the best",9,"best","would be the"
"in the general election",9,"election","in the general"
"not to mention a",9,"a","not to mention"
"i need to know",9,"know","i need to"
"don't want to get",9,"get","don't want to"
"through the end of",9,"of","through the end"
"thanks for the tweet",9,"tweet","thanks for the"
"for all of you",9,"you","for all of"
"have a tendency to",9,"to","have a tendency"
"there was a lot",9,"lot","there was a"
"to see you there",9,"there","to see you"
"that i don't know",9,"know","that i don't"
"by the associated press",9,"press","by the associated"
"want you to know",9,"know","want you to"
"quote of the day",9,"day","quote of the"
"is the author of",9,"of","is the author"
"to have a little",9,"little","to have a"
"so good to see",9,"see","so good to"
"there must be a",9,"a","there must be"
"the other hand i",9,"i","the other hand"
"is looking forward to",9,"to","is looking forward"
"months of the year",9,"year","months of the"
"to be included in",9,"in","to be included"
"we want to see",9,"see","we want to"
"the los angeles times",9,"times","the los angeles"
"the left side of",9,"of","the left side"
"way to start the",9,"the","way to start"
"how do you feel",9,"feel","how do you"
"went on to say",9,"say","went on to"
"every single one of",9,"of","every single one"
"so i have to",9,"to","so i have"
"number of people who",9,"who","number of people"
"the last few weeks",9,"weeks","the last few"
"i had a good",9,"good","i had a"
"place in the world",9,"world","place in the"
"like to think that",9,"that","like to think"
"to do with them",9,"them","to do with"
"you can make it",9,"it","you can make"
"the fact that this",9,"this","the fact that"
"and try to get",9,"get","and try to"
"with all kinds of",9,"of","with all kinds"
"been around for years",9,"years","been around for"
"get back to work",9,"work","get back to"
"and it would be",9,"be","and it would"
"it would be the",9,"the","it would be"
"i have a new",9,"new","i have a"
"the success of the",9,"the","the success of"
"of the first round",9,"round","of the first"
"could not be reached",9,"reached","could not be"
"a week or so",9,"so","a week or"
"if you have been",9,"been","if you have"
"and pepper to taste",9,"taste","and pepper to"
"is no such thing",9,"thing","is no such"
"to comment on the",9,"the","to comment on"
"leading up to the",9,"the","leading up to"
"wish you all a",9,"a","wish you all"
"between a man and",9,"and","between a man"
"out of the water",9,"water","out of the"
"the length of the",9,"the","the length of"
"i got home i",9,"i","i got home"
"in each of the",9,"the","in each of"
"back in the early",9,"early","back in the"
"no matter what the",9,"the","no matter what"
"has been a great",9,"great","has been a"
"to make it more",9,"more","to make it"
"and i love you",9,"you","and i love"
"i feel like it",9,"it","i feel like"
"sorry to hear that",9,"that","sorry to hear"
"seem to be a",9,"a","seem to be"
"i had a few",9,"few","i had a"
"decided to make a",9,"a","decided to make"
"keep an eye out",9,"out","keep an eye"
"i wanted to see",9,"see","i wanted to"
"i will get to",9,"to","i will get"
"i need to make",9,"make","i need to"
"it's not too late",9,"late","it's not too"
"smile on my face",9,"face","smile on my"
"the rest of her",9,"her","the rest of"
"am going to do",9,"do","am going to"
"go back to work",9,"work","go back to"
"is no longer a",9,"a","is no longer"
"want to make a",9,"a","want to make"
"the best of me",9,"me","the best of"
"i am and i",9,"i","i am and"
"the lord of the",9,"the","the lord of"
"a good place to",9,"to","a good place"
"way back to the",9,"the","way back to"
"to get him to",9,"to","to get him"
"the company said it",9,"it","the company said"
"i am so proud",9,"proud","i am so"
"with all my heart",9,"heart","with all my"
"you want to use",9,"use","you want to"
"in a good mood",9,"mood","in a good"
"for the fact that",9,"that","for the fact"
"happy new year to",9,"to","happy new year"
"it just me or",9,"or","it just me"
"i used to do",9,"do","i used to"
"into the world of",9,"of","into the world"
"the office of the",9,"the","the office of"
"thank you to everyone",9,"everyone","thank you to"
"does not mean that",9,"that","does not mean"
"to be a big",9,"big","to be a"
"how many times i",9,"i","how many times"
"is the story of",9,"of","is the story"
"the story of how",9,"how","the story of"
"a variety of reasons",9,"reasons","a variety of"
"toward the end of",9,"of","toward the end"
"ended up with a",9,"a","ended up with"
"to work for the",9,"the","to work for"
"think a lot of",9,"of","think a lot"
"at the front of",9,"of","at the front"
"been there done that",9,"that","been there done"
"all i did was",9,"was","all i did"
"on either side of",9,"of","on either side"
"it's just a matter",9,"matter","it's just a"
"new york city and",9,"and","new york city"
"this is exactly what",9,"what","this is exactly"
"in time for the",9,"the","in time for"
"in charge of the",9,"the","in charge of"
"with each other and",9,"and","with each other"
"has been in the",9,"the","has been in"
"at the request of",9,"of","at the request"
"carbohydrate g fat g",9,"g","carbohydrate g fat"
"i have been trying",9,"trying","i have been"
"of all of the",9,"the","of all of"
"fact that i have",9,"have","fact that i"
"when he was a",9,"a","when he was"
"an hour and a",9,"a","an hour and"
"i think we can",9,"can","i think we"
"on to the next",9,"next","on to the"
"was when i was",9,"was","was when i"
"doing a lot of",9,"of","doing a lot"
"a big thank you",9,"you","a big thank"
"what it looks like",9,"like","what it looks"
"to see all the",9,"the","to see all"
"having a bad day",9,"day","having a bad"
"and take care of",9,"of","and take care"
"in a position to",9,"to","in a position"
"is not to say",9,"say","is not to"
"square feet on for",9,"for","square feet on"
"for the majority of",9,"of","for the majority"
"hope you're having a",9,"a","hope you're having"
"continue to do so",9,"so","continue to do"
"he and his wife",9,"wife","he and his"
"i think i am",9,"am","i think i"
"in the late 1990s",9,"1990s","in the late"
"the rest of your",9,"your","the rest of"
"the federal government has",9,"has","the federal government"
"the sound of a",9,"a","the sound of"
"to do with my",9,"my","to do with"
"to all of us",9,"us","to all of"
"it all the time",9,"time","it all the"
"this would be a",9,"a","this would be"
"took the time to",9,"to","took the time"
"it's time to get",9,"get","it's time to"
"i have to give",9,"give","i have to"
"about the lack of",9,"of","about the lack"
"that the number of",9,"of","that the number"
"really need to get",9,"get","really need to"
"you have to take",9,"take","you have to"
"two years ago the",9,"the","two years ago"
"i was ready to",9,"to","i was ready"
"in the event of",9,"of","in the event"
"protein g carbohydrate g",9,"g","protein g carbohydrate"
"g carbohydrate g fat",9,"fat","g carbohydrate g"
"we need to find",9,"find","we need to"
"coming out of the",9,"the","coming out of"
"had to do was",9,"was","had to do"
"a good job of",9,"of","a good job"
"to some of the",9,"the","to some of"
"i want to watch",9,"watch","i want to"
"if you happen to",9,"to","if you happen"
"in the aftermath of",9,"of","in the aftermath"
"with all of you",9,"you","with all of"
"to be the case",9,"case","to be the"
"you feel like you're",9,"you're","you feel like"
"and be sure to",9,"to","and be sure"
"remains to be seen",9,"seen","remains to be"
"more than a month",9,"month","more than a"
"in a few days",9,"days","in a few"
"but the fact that",9,"that","but the fact"
"make a difference in",9,"in","make a difference"
"she told me she",9,"she","she told me"
"to go ahead and",9,"and","to go ahead"
"you want to have",9,"have","you want to"
"the best part about",9,"about","the best part"
"and a half hours",9,"hours","and a half"
"i just don't know",9,"know","i just don't"
"that could be used",9,"used","that could be"
"love you so much",9,"much","love you so"
"to all my new",9,"new","to all my"
"to find the best",9,"best","to find the"
"the sun is shining",9,"shining","the sun is"
"thanks for following us",9,"us","thanks for following"
"you're going to get",9,"get","you're going to"
"you like to see",9,"see","you like to"
"to think about the",9,"the","to think about"
"wake up in the",9,"the","wake up in"
"the type of person",9,"person","the type of"
"it is time for",9,"for","it is time"
"and this is a",9,"a","and this is"
"a few minutes later",9,"later","a few minutes"
"the details of the",9,"the","the details of"
"a long history of",9,"of","a long history"
"a lot of times",9,"times","a lot of"
"i still don't know",9,"know","i still don't"
"you can be sure",9,"sure","you can be"
"back in time to",9,"to","back in time"
"don't know what it",9,"it","don't know what"
"but in the meantime",9,"meantime","but in the"
"was so nice to",9,"to","was so nice"
"as a way of",9,"of","as a way"
"last couple of weeks",9,"weeks","last couple of"
"all you can eat",9,"eat","all you can"
"that used to be",9,"be","that used to"
"it really is a",9,"a","it really is"
"to get back on",9,"on","to get back"
"going to continue to",9,"to","going to continue"
"i don't really care",9,"care","i don't really"
"we don't know how",9,"how","we don't know"
"a little too much",9,"much","a little too"
"for more information contact",9,"contact","for more information"
"we don't need to",9,"to","we don't need"
"the opening of the",9,"the","the opening of"
"don't have to worry",9,"worry","don't have to"
"i don't understand why",9,"why","i don't understand"
"because of the way",9,"way","because of the"
"to give you an",9,"an","to give you"
"what it's like to",9,"to","what it's like"
"is a good time",9,"time","is a good"
"there are many ways",9,"ways","there are many"
"and i had the",9,"the","and i had"
"had to do with",9,"with","had to do"
"health and human services",9,"services","health and human"
"it feels good to",9,"to","it feels good"
"about a year ago",9,"ago","about a year"
"come back to the",9,"the","come back to"
"do a good job",9,"job","do a good"
"but for some reason",9,"reason","but for some"
"in a written statement",9,"statement","in a written"
"and went on to",9,"to","and went on"
"your friends and family",9,"family","your friends and"
"be a good thing",9,"thing","be a good"
"into one of the",9,"the","into one of"
"house speaker newt gingrich",9,"gingrich","house speaker newt"
"it's a lot of",9,"of","it's a lot"
"will be part of",9,"of","will be part"
"the creation of a",9,"a","the creation of"
"to make it easier",9,"easier","to make it"
"i didn't feel like",9,"like","i didn't feel"
"are not allowed to",9,"to","are not allowed"
"at a time i",9,"i","at a time"
"the end of each",9,"each","the end of"
"is no doubt that",9,"that","is no doubt"
"shout out to all",9,"all","shout out to"
"to make a living",9,"living","to make a"
"the way of the",9,"the","the way of"
"that they have to",9,"to","that they have"
"the fact that i'm",9,"i'm","the fact that"
"i woke up this",9,"this","i woke up"
"you really need to",9,"to","you really need"
"is going to have",9,"have","is going to"
"one of the better",9,"better","one of the"
"hell of a lot",9,"lot","hell of a"
"how do you know",9,"know","how do you"
"i feel like the",9,"the","i feel like"
"i just feel like",9,"like","i just feel"
"of the car and",9,"and","of the car"
"i have been to",9,"to","i have been"
"i'm not a big",9,"big","i'm not a"
"as it is the",9,"the","as it is"
"i hope i can",9,"can","i hope i"
"do you know how",9,"how","do you know"
"at least some of",9,"of","at least some"
"said it would be",9,"be","said it would"
"will be one of",9,"of","will be one"
"one of them was",9,"was","one of them"
"last time i checked",9,"checked","last time i"
"a while since i",9,"i","a while since"
"just look at the",9,"the","just look at"
"if you were to",9,"to","if you were"
"get to see the",9,"the","get to see"
"to the realization that",9,"that","to the realization"
"was going to get",9,"get","was going to"
"for some of the",9,"the","for some of"
"to find out if",9,"if","to find out"
"was pronounced dead at",9,"at","was pronounced dead"
"i love the way",9,"way","i love the"
"the bulk of the",9,"the","the bulk of"
"i told him i",9,"i","i told him"
"most of them are",9,"are","most of them"
"but in this case",9,"case","but in this"
"the year of the",9,"the","the year of"
"we have a new",9,"new","we have a"
"what do you mean",9,"mean","what do you"
"i was hoping to",9,"to","i was hoping"
"there are very few",9,"few","there are very"
"a lot of stuff",9,"stuff","a lot of"
"the title of the",9,"the","the title of"
"going to get the",9,"the","going to get"
"one or more of",9,"of","one or more"
"the united states to",9,"to","the united states"
"said this is a",9,"a","said this is"
"been a long time",9,"time","been a long"
"this is what the",9,"the","this is what"
"my mom and dad",9,"dad","my mom and"
"but it was still",9,"still","but it was"
"of course there are",9,"are","of course there"
"but i don't have",9,"have","but i don't"
"more to do with",9,"with","more to do"
"when i think of",9,"of","when i think"
"the fact that my",9,"my","the fact that"
"as one of my",9,"my","as one of"
"to wait for the",9,"the","to wait for"
"this time last year",9,"year","this time last"
"for me and my",9,"my","for me and"
"at least for the",9,"the","at least for"
"the scope of the",9,"the","the scope of"
"found a way to",9,"to","found a way"
"i thank you for",9,"for","i thank you"
"they do not have",9,"have","they do not"
"just want to say",9,"say","just want to"
"but it was not",9,"not","but it was"
"see it as a",9,"a","see it as"
"years ago it was",9,"was","years ago it"
"don't need to be",9,"be","don't need to"
"to take a nap",9,"nap","to take a"
"we don't want to",9,"to","we don't want"
"a short time later",9,"later","a short time"
"had the chance to",9,"to","had the chance"
"to be the only",9,"only","to be the"
"what you want to",9,"to","what you want"
"it is not just",9,"just","it is not"
"i think we need",9,"need","i think we"
"i have a good",9,"good","i have a"
"that he was a",9,"a","that he was"
"can be a bit",9,"bit","can be a"
"on the left side",9,"side","on the left"
"in new jersey and",9,"and","in new jersey"
"are just a few",9,"few","are just a"
"don't know what happened",9,"happened","don't know what"
"it and it is",9,"is","it and it"
"in the afternoon i",9,"i","in the afternoon"
"there are a number",9,"number","there are a"
"back of my mind",9,"mind","back of my"
"that he was not",9,"not","that he was"
"the same way that",9,"that","the same way"
"in contact with the",9,"the","in contact with"
"a cup of coffee",9,"coffee","a cup of"
"secretary of state hillary",9,"hillary","secretary of state"
"the members of the",9,"the","the members of"
"parts of the world",9,"world","parts of the"
"on a trip to",9,"to","on a trip"
"that is not the",9,"the","that is not"
"in any of the",9,"the","in any of"
"a great time to",9,"to","a great time"
"the love of god",9,"god","the love of"
"about the importance of",9,"of","about the importance"
"this is the last",9,"last","this is the"
"a lot of great",9,"great","a lot of"
"right now he said",9,"said","right now he"
"and said he was",9,"was","and said he"
"let go of the",9,"the","let go of"
"i think there is",9,"is","i think there"
"said there was no",9,"no","said there was"
"about a quarter of",9,"of","about a quarter"
"to and from the",9,"the","to and from"
"to know that i",9,"i","to know that"
"to see if you",9,"you","to see if"
"spend some time with",9,"with","spend some time"
"one of those things",9,"things","one of those"
"i think that the",9,"the","i think that"
"is that they are",9,"are","is that they"
"as part of an",9,"an","as part of"
"a dream come true",9,"true","a dream come"
"all you need is",9,"is","all you need"
"the ages of and",9,"and","the ages of"
"to make it work",9,"work","to make it"
"we have so much",9,"much","we have so"
"i didn't know what",9,"what","i didn't know"
"am going to have",9,"have","am going to"
"will take care of",9,"of","will take care"
"at the moment i",9,"i","at the moment"
"to minutes or until",9,"until","to minutes or"
"of the reasons i",9,"i","of the reasons"
"even if it is",9,"is","even if it"
"he wants to be",9,"be","he wants to"
"in a single day",9,"day","in a single"
"what needs to be",9,"be","what needs to"
"are they going to",9,"to","are they going"
"in a few years",9,"years","in a few"
"and i think it's",9,"it's","and i think"
"in a world where",9,"where","in a world"
"was the fact that",9,"that","was the fact"
"it is the last",9,"last","it is the"
"will take place from",9,"from","will take place"
"when i found out",9,"out","when i found"
"a long list of",9,"of","a long list"
"what i was doing",9,"doing","what i was"
"but i know that",9,"that","but i know"
"not need to be",9,"be","not need to"
"in a world of",9,"of","in a world"
"at least one of",9,"of","at least one"
"a quarter of the",9,"the","a quarter of"
"to do with a",9,"a","to do with"
"a great number of",9,"of","a great number"
"of the year old",9,"old","of the year"
"it as much as",9,"as","it as much"
"much as i love",9,"love","much as i"
